transaction_id,timestamp,amount,currency,merchant_category,merchant_id,customer_id,card_present,device_id,location,is_international,failed_login_attempts,velocity,ip_risk_score,transaction_type,channel,customer_age,account_tenure,geo_distance,merchant_risk_score,fraud_flag
18,2024-01-01 00:18:00,98.88081623064598,INR,Travel,1009,2164,1,11511.0,Delhi,0,0,1,0.14471487482934708,Online,InStore,49,6,0.9208232016613798,0.30492756099055324,0
30,2024-01-01 00:30:00,71.58454327732188,INR,Groceries,1601,2689,1,16148.0,Bangalore,0,0,0,0.026879221237153084,POS,Mobile,40,13,0.6738376676043806,0.32563524318167425,0
73,2024-01-01 01:13:00,16.26381245005938,INR,Fashion,1121,683,1,13416.0,Delhi,1,0,1,0.2329924545541211,POS,InStore,55,11,2.482587690156005,0.2865246155694547,0
33,2024-01-01 00:33:00,135.527062814202,USD,Groceires,1927,3883,0,15114.0,London,0,0,1,0.18072772039840385,ATM,Web,24,14,5.799960450683043,0.26312936765325917,0
90,2024-06-01 00:05:00,1000.114844001308,USD,Electronics,2202,1891,1,28495.0,London,1,1,6,0.8021707748913932,Online,Web,51,6,74.49387494490794,0.8405175714462996,1
4,2024-01-01 00:04:00,65.14607029110174,INR,Fashion,1323,4183,1,10993.0,Delhi,0,0,2,0.20961212141189864,POS,Web,43,2,3.879682585885973,0.32328056524842724,0
76,2024-01-01 01:16:00,6014.104388216577,INR,Travel,1019,3930,0,15412.0,Delhi,0,0,1,0.12637521210306893,POS,InStore,62,3,11.035963295765601,0.321041450804796,0
77,2024-01-01 01:17:00,28.238429796340984,INR,Travel,1491,4755,1,15904.0,Bangalore,0,0,1,0.1392649850571903,Online,Mobile,35,3,3.6327477779868684,0.27616809809507437,0
12,2024-01-01 00:12:00,107.95237676435458,INR,Groceries,1279,2915,0,10792.0,Delhi,0,0,1,0.035941113718755135,ATM,InStore,33,10,1.2380117900267147,0.19472949891294966,0
31,2024-01-01 00:31:00,197.10234449073997,INR,Restaurants,1917,1559,0,19638.0,Bangalore,1,0,1,0.0,ATM,InStore,25,2,4.19252048576654,0.31632227936981494,0
55,2024-01-01 00:55:00,38.912520397859495,EUR,Electronics,1985,952,1,18321.0,Bangalore,0,0,1,0.12597008167701185,POS,Web,48,2,7.136518759257475,0.33082761784482134,0
88,2024-06-01 00:03:00,647.1431378981944,EUR,Groceires,2302,4698,1,29749.0,New York,1,4,8,0.6344584923169535,Online,Mobile,41,13,87.40585838347504,0.8692408231024893,1
26,2024-01-01 00:26:00,42.336519645821205,INR,Groceries,1045,2386,0,10176.0,Mumbai,0,0,0,0.41247044500798874,POS,Web,66,5,17.72928510474872,0.3276283510578977,0
42,2024-01-01 00:42:00,88.83524546899713,INR,Fashion,1574,3692,0,16127.0,Mumbai,0,0,0,0.0652392244599315,POS,Web,41,12,1.6381096345474284,0.4319513554388988,0
69,2024-01-01 01:09:00,67.85790011033372,USD,Electronics,1647,1561,1,17983.0,Delhi,0,1,3,0.09155759238497452,Online,InStore,36,9,5.652187478115792,0.4869873549172666,0
15,2024-01-01 00:15:00,197.40897429730308,INR,Restaurants,1576,3259,0,16968.0,Delhi,0,0,1,0.21309735616543202,Online,InStore,23,8,1.7594036429605988,0.47025400063969647,0
40,2024-01-01 00:40:00,23.325141520896103,EUR,Fashion,1351,2768,0,15975.0,Bangalore,0,0,2,0.17099263339529594,POS,Web,28,8,1.7238899633009486,0.13479045717232568,0
96,2024-06-01 00:11:00,830.8495606242408,INR,Groceires,2545,1376,1,26179.0,New York,1,3,3,0.8230957262164144,Online,Web,55,3,16.54372197328141,0.7706109889076902,1
9,2024-01-01 00:09:00,235.18266542787174,INR,Travel,1527,2620,1,10416.0,London,1,1,0,0.410864592956279,Online,Web,41,4,11.9331836358317,0.23350864207054955,0
72,2024-01-01 01:12:00,5916.189784447344,USD,Groceries,1214,2376,1,11593.0,Mumbai,0,0,0,0.05507915548214856,POS,Web,19,14,2.120194487925287,0.1395986302994228,0
11,2024-01-01 00:11:00,34.65496995563235,INR,Travel,1030,4542,1,16673.0,Bangalore,0,0,1,0.20409442212774584,POS,Web,49,12,1.1515653820412435,0.2651630564424873,0
47,2024-01-01 00:47:00,52.012549949896815,INR,Electronics,1988,1771,1,13514.0,Delhi,0,0,0,0.24863742689814905,POS,Mobile,22,6,9.179114550106945,0.13103529097734506,0
85,2024-06-01 00:00:00,1130.0318960486231,USD,Electronics,2142,4234,1,24129.0,Delhi,0,4,5,0.742623303586553,Online,Web,64,2,51.12732694986405,0.7597439591641054,1
28,2024-01-01 00:28:00,287.3618429321875,USD,Groceries,1149,4113,1,17628.0,Mumbai,1,1,1,0.33595884776158264,POS,InStore,40,3,6.0522744616510735,0.29425247513800995,0
93,2024-06-01 00:08:00,1387.0178804821705,USD,Travel,2503,288,1,25413.0,London,0,1,3,0.6889455667344716,POS,Mobile,27,4,224.5601637974144,0.9346555549237667,1
5,2024-01-01 00:05:00,56.34111336182242,INR,Travel,1535,1792,0,16404.0,Mumbai,0,0,0,0.14623645902985927,POS,Mobile,52,9,15.062657496241796,0.4231917957115781,0
66,2024-01-01 01:06:00,76.62571733325198,EUR,Restaurants,1939,2397,1,12419.0,Delhi,0,0,1,0.2956510280588461,Online,Web,37,1,3.094226922109326,0.36622554978253063,0
65,2024-01-01 01:05:00,92.00768220454646,INR,Fashion,1592,4123,1,18596.0,Delhi,0,0,0,0.09126654761138123,Online,Mobile,18,3,10.682769128071536,0.2487730623047309,0
35,2024-01-01 00:35:00,44.37939927978704,INR,Groceires,1516,1984,1,13415.0,Delhi,0,0,0,0.2890280819806176,POS,Mobile,30,8,0.7295898955980579,0.39989480680500633,0
16,2024-01-01 00:16:00,20.401220016701103,INR,Groceries,1753,956,1,10299.0,Delhi,0,0,0,0.24990225945139724,POS,Web,35,4,3.9462803023255115,0.2444489871149119,0
49,2024-01-01 00:49:00,48.84223098967864,INR,Travel,1030,124,0,15700.0,Delhi,0,0,2,0.1282340887823697,POS,Mobile,36,8,0.44832277703668477,0.45236511455385786,0
34,2024-01-01 00:34:00,60.77492044740273,EUR,Electronics,1474,3793,1,17244.0,Mumbai,0,1,2,0.22075006942568376,POS,Mobile,21,7,5.882371807522395,0.3036445247936981,0
7,2024-01-01 00:07:00,112.74580437032921,INR,Restaurants,1640,3134,1,10365.0,Delhi,0,0,0,0.26762885127501573,POS,Web,39,11,4.328652618140696,0.2876369784362673,0
95,2024-06-01 00:10:00,1209.594799154461,USD,Groceires,2736,4064,1,26170.0,Delhi,1,2,5,0.8907495713705476,ATM,Web,51,5,71.76197273938413,0.6843881094678581,1
27,2024-01-01 00:27:00,68.19704321283393,INR,Fashion,1881,3223,0,16742.0,Delhi,1,1,1,0.43864502121074367,Online,InStore,65,5,2.3755717773265754,0.15828527596948916,0
19,2024-01-01 00:19:00,55.54994218911792,INR,Travel,1877,35,0,11600.0,Bangalore,0,1,2,0.19001946428324348,POS,Web,66,1,3.9332063116329774,0.4493229775968428,0
81,2024-01-01 01:21:00,99.35351436590742,EUR,Fashion,1903,3738,1,12747.0,London,0,0,1,0.18516731419897345,Online,Mobile,62,12,7.493040248148148,0.4106436502807731,0
25,2024-01-01 00:25:00,21231.918327812833,USD,Groceires,1617,3659,1,16251.0,Bangalore,0,0,1,0.12005776509324843,POS,Web,44,7,2.462245295111817,0.2853987351027033,0
62,2024-01-01 01:02:00,115.19254377138029,INR,Groceries,1848,4599,1,12666.0,Delhi,0,0,1,0.10064098456592663,POS,InStore,49,12,7.272766077910859,0.16635955685179257,0
13,2024-01-01 00:13:00,11.726391722342784,USD,Groceries,1328,2845,1,14741.0,Delhi,0,0,2,0.1735178415617385,POS,Web,23,9,3.1770681183119427,0.3467624095014432,0
24,2024-01-01 00:24:00,66.95179024686972,USD,Restaurants,1580,3646,0,18905.0,Delhi,0,0,2,0.15651216769122198,ATM,Mobile,45,1,4.983110734508436,0.08450190732529775,0
3,2024-01-01 00:03:00,13.463102650309422,INR,Groceries,1832,2320,1,13595.0,Delhi,0,0,1,0.13026689936317531,POS,InStore,65,1,4.836044250551803,0.2709306960655208,0
17,2024-01-01 00:17:00,1484.2232412747983,INR,Groceries,1264,1084,0,11002.0,Mumbai,0,0,0,0.07075632481356883,Online,Mobile,31,9,6.882319570395423,0.2686586618279424,0
38,2024-01-01 00:38:00,80.97245720756464,INR,Fashion,1353,3075,0,19645.0,Bangalore,0,0,1,0.0,POS,Mobile,44,3,2.217259917815153,0.0840218749884434,0
8,2024-01-01 00:08:00,73.25210580676458,USD,Fashion,1424,4514,0,10949.0,London,0,0,0,0.2054534906920994,Online,InStore,35,10,7.417872611930956,0.30724144937777537,0
78,2024-01-01 01:18:00,80.00147294067055,INR,Travel,1278,1064,1,16293.0,Delhi,0,1,2,0.28001825247293866,Online,Mobile,31,1,3.7575140397631017,0.48186994172923303,0
6,2024-01-01 00:06:00,136.23566097527387,EUR,Restaurants,1746,4828,1,14759.0,Mumbai,0,1,0,0.1183837059720167,ATM,Web,43,11,1.0890536820994063,0.2886859204791839,0
64,2024-01-01 01:04:00,44.95276602491482,USD,Electronics,1655,2587,1,19530.0,London,0,0,2,0.10485806705093907,POS,Web,37,12,1.233521736255966,0.3990073433722094,0
36,2024-01-01 00:36:00,40.55036819079103,EUR,Electronics,1931,1832,1,,Mumbai,0,0,1,0.2153695304908433,Online,Mobile,31,11,4.004741301315622,0.2937068680009537,0
89,2024-06-01 00:04:00,597.2883811184149,USD,Gaming,2206,126,1,24878.0,New York,1,2,4,0.8618492804611924,POS,Web,55,11,82.17385760181783,0.8489459229295981,1
56,2024-01-01 00:56:00,209.37746377143242,EUR,Fashion,1777,1316,0,14393.0,New York,1,0,1,0.3185124437409461,POS,Mobile,20,13,0.20410974377305502,0.46433836165450243,0
99,2024-06-01 00:14:00,1649.8533148445822,EUR,Groceires,2348,150,1,24429.0,New York,1,2,3,0.6313129607528529,Online,Mobile,36,4,15.824187159891714,0.8332552599696986,1
54,2024-01-01 00:54:00,180.01647607549504,INR,Fashion,1666,2120,1,12709.0,Delhi,0,0,1,0.1640162128190213,Online,Web,32,12,22.024348359593418,0.4295203958078794,0
43,2024-01-01 00:43:00,32.65304910939012,INR,Electronics,1416,4580,1,18934.0,Mumbai,0,0,0,0.12792564674487034,POS,InStore,48,14,17.19310477549774,0.1968463831493126,0
50,2024-01-01 00:50:00,103.21866790437389,INR,Restaurants,1587,2654,1,14514.0,Delhi,0,0,0,0.0883400082779068,POS,InStore,50,12,2.0035865044632635,0.27927355430141854,0
67,2024-01-01 01:07:00,126.73093674001596,EUR,Travel,1526,2889,1,10398.0,Delhi,0,0,0,0.1936886113629208,Online,Web,21,3,5.9261378339301345,0.29662374690310594,0
46,2024-01-01 00:46:00,32.20996545600768,INR,Electronics,1567,4589,0,19756.0,Delhi,0,0,1,0.2120826452005704,POS,Mobile,69,4,1.0796182477331104,0.19892205360076354,0
68,2024-01-01 01:08:00,1.6662000147488087,INR,Electronics,1322,4907,1,11128.0,Delhi,0,0,2,0.38009362947045877,POS,Mobile,54,11,0.5937429273088108,0.08869764092723037,0
61,2024-01-01 01:01:00,121.35855536665072,INR,Electronics,1857,879,1,10737.0,Bangalore,0,0,1,0.39469809905392883,Online,Web,45,8,5.056805378704443,0.4061777358149504,0
97,2024-06-01 00:12:00,1991.0534433532273,USD,Luxury,2588,2708,1,23058.0,London,1,3,3,0.8472915310338227,Online,Web,61,3,1.5712081722759241,0.786924406652075,1
79,2024-01-01 01:19:00,106.94688561674216,EUR,Groceires,1217,3069,0,16223.0,Delhi,0,0,0,0.15874503086467784,POS,InStore,60,5,0.32478357773192046,0.1636923148886355,0
41,2024-01-01 00:41:00,107.29800211643668,INR,Restaurants,1285,340,1,17044.0,Delhi,0,0,0,0.0994532645692383,POS,Mobile,20,9,1.243349454186498,0.23098979614343415,0
58,2024-01-01 00:58:00,244.1647614059137,INR,Groceires,1955,353,0,16116.0,Delhi,0,0,2,0.2123574465896962,POS,Web,40,1,8.195686399011189,0.3065736852081975,0
48,2024-01-01 00:48:00,26.99694392497211,USD,Groceires,1261,4152,0,18205.0,London,0,1,1,0.32508137083586686,POS,Web,20,5,9.448861416341916,0.4204458776410808,0
98,2024-06-01 00:13:00,555.3112789659652,USD,Groceires,2655,278,1,26321.0,Delhi,1,1,2,0.6797542484191995,Online,Web,69,5,36.57486458584655,0.9529164595596947,1
57,2024-01-01 00:57:00,71.77276651207058,INR,Travel,1171,2231,1,10885.0,Delhi,0,1,2,0.20906065705566054,ATM,Web,27,5,0.10406322580118184,0.3732975946825045,0
75,2024-01-01 01:15:00,49.58377957028109,INR,Fashion,1653,3804,0,14959.0,Bangalore,1,0,1,0.13094986214823987,POS,InStore,46,8,0.9428480863180462,0.14772558064446129,0
32,2024-01-01 00:32:00,98.5522180769328,INR,Restaurants,1138,2723,0,17555.0,Delhi,0,0,0,0.28776944923958664,POS,InStore,34,13,10.9353413794987,0.09335611558871298,0
94,2024-06-01 00:09:00,779.3600275883167,USD,Groceires,2947,4342,1,22627.0,Bangalore,1,2,4,0.743153189986517,Online,InStore,30,3,111.83211104120659,0.925860353301535,1
59,2024-01-01 00:59:00,72.36127479577583,USD,Travel,1074,4150,1,14638.0,Bangalore,0,0,1,0.26134638612224126,POS,Web,54,8,3.5203126284613395,0.4128206103770187,0
63,2024-01-01 01:03:00,66.37885260550718,EUR,Travel,1345,1810,0,17958.0,Mumbai,1,1,0,0.049098508760668125,POS,Mobile,48,4,5.063766090243288,0.3338759806770027,0
84,2024-01-01 01:24:00,58.64338192639639,INR,Groceires,1233,552,1,18867.0,Delhi,0,0,1,0.24202832754804432,POS,Mobile,43,6,6.602443704625952,0.3491572695819597,0
37,2024-01-01 00:37:00,185.48710615735052,INR,Groceires,1985,1396,1,12763.0,Bangalore,0,0,0,0.367895600527615,POS,Web,34,11,3.4907893971067274,0.294843264145395,0
29,2024-01-01 00:29:00,98.33372434484244,USD,Travel,1039,2779,0,12189.0,Delhi,0,0,1,0.09730756220897091,POS,Mobile,62,14,11.92006685053302,0.19496536650929489,0
1,2024-01-01 00:01:00,107.20865954262007,INR,Restaurants,1537,1826,1,11213.0,Delhi,0,0,1,0.16459228210218146,POS,Mobile,62,12,3.299358004103803,0.15259504554475434,0
52,2024-01-01 00:52:00,59.85492350594114,INR,Groceires,1997,233,0,16242.0,Delhi,1,0,0,0.14201940403965546,POS,Mobile,48,6,0.4554828560444008,0.16886489708304842,0
21,2024-01-01 00:21:00,297.89357575418705,EUR,Groceires,1707,3559,1,10736.0,Mumbai,0,0,3,0.3220999311154188,POS,Mobile,27,3,3.427780775688178,0.25027126803368194,0
2,2024-01-01 00:02:00,99.48286977377687,INR,Groceires,1332,3975,0,15104.0,Delhi,1,0,1,0.18238103247808551,POS,Mobile,55,2,4.589635650675789,0.4131077547559677,0
23,2024-01-01 00:23:00,34.07974091730552,USD,Electronics,1522,1479,0,19738.0,Delhi,0,0,0,0.12954722994502182,POS,Mobile,18,14,20.26556418430225,0.09941956047154649,0
87,2024-06-01 00:02:00,735.8240710079399,EUR,Electronics,2660,308,1,23991.0,Dubai,1,1,4,0.7180272324537293,Online,Web,30,13,109.02871303966717,0.9070481026993615,1
91,2024-06-01 00:06:00,640.3294963712955,EUR,Gaming,2795,3942,1,25618.0,Dubai,0,3,5,0.7830833032479575,POS,Web,65,4,117.40835035490377,0.7864117209055418,1
74,2024-01-01 01:14:00,64.66220063143385,INR,Travel,1347,8,1,19261.0,Delhi,0,0,2,0.23660834746524226,POS,Web,68,2,17.533098309621767,0.3110295374137897,0
86,2024-06-01 00:01:00,797.2067431372836,EUR,Electronics,2035,3010,1,27595.0,Dubai,1,1,6,0.7141088683753757,Online,Web,63,3,65.35420801931218,1.0,1
82,2024-01-01 01:22:00,227.70652305616207,INR,Travel,1122,4461,1,13354.0,Delhi,0,0,2,0.05679936766423374,POS,Mobile,49,1,21.378542414158943,0.27186958175146225,0
20,2024-01-01 00:20:00,41.90234982172401,INR,Restaurants,1921,97,1,13341.0,Delhi,0,0,0,0.294941342995241,Online,Mobile,64,11,2.1852379581632735,0.09807493895109973,0
60,2024-01-01 01:00:00,6080.832721399049,INR,Fashion,1278,1297,1,17109.0,Delhi,0,0,0,0.11253489184633289,POS,Mobile,61,10,1.7881578337665531,0.4339845010302922,0
71,2024-01-01 01:11:00,88.67052016097432,USD,Groceires,1422,3281,1,12998.0,Delhi,0,0,0,0.1681172247380075,POS,Web,20,9,20.165549551808773,0.06427913431216942,0
14,2024-01-01 00:14:00,222.07272634938465,INR,Travel,1601,2957,1,10322.0,Delhi,0,1,1,0.2163583169666959,Online,Mobile,19,6,2.795544671994939,0.4145709373602213,0
92,2024-06-01 00:07:00,1118.7901751327427,EUR,Travel,2135,690,1,25058.0,New York,0,1,10,0.8554553387153522,Online,Web,58,7,158.61841487362602,0.8624155435157836,1
51,2024-01-01 00:51:00,119.75306490452316,INR,Groceries,1375,2659,1,11871.0,Bangalore,0,0,2,0.21524756969702344,Online,Web,67,14,1.591363249396933,0.35239736793155413,0
